AR_NUMBER,AR_PRIORITY,AR_SEVERITY,PRIORITY_SEVERITY,CONCAT_TEXT_FOR_WKS
394020,CAQ,C,CAQ:C,rwcu ft found oot calibration perform wo task rwcu ft find oot work step cr generate adress oot finding transmitter ft replace work order lefts perform transmitter replacementreactor rep rege assignment not need engineering provide information attach progress note rege assignment reproduce rege complete rep cancel no action necessary transmitter high blowdown flow isolation rwcu v transmitter oot stand alone transmitter cal use calibration acceptance criterion prior eq replacement donaot normally calibrate stand alone transmitter since test loop loop would cal loop transmitter flow switch input transmitter verify flow switch trip within desire band since replace transmitter due eq life find transmitter transmitter dp input transmitter output loop would still cal isp would check loop would n aed transmitter calibration since loop would pass last two performance yr isp no failure equipment would meet technical specifications didnaot meet stand alone transmitter calibration acceptance criterion not base technical specification across entire output transmitter
390379,CAQ,B,CAQ:B,qa lorq exam security not verify prior admin individual validate exam lorq biennial write exam administer exam include one duplicate sro question exam security verification step nrc ip licensed operator requalification licensed operator performance require exam no duplication test item validate individual addition tdi exam security step provide guidance allow duplication test item test item part open exam bank start year not follow guidance ip present vulnerability additional regulatory oversight issue classify finding not follow guidance ip informed training manager operations training manager quality management attach detailed issue sheet edms cause tdi exam security section not alignment nrc ip guidance allow duplication exam question occur open exam bank action need take revise tdi align nrc ip correct condition note include first issuance tdi june interview procedure developer reason add note indeterminate extent condition action create ensure alignment tdi nrc ip requirement no additional action analysis necessary
402583,CAQ,C,CAQ:C,csp v fail open remotely perform osp cont ist q step e csp v fail open remotely due trap water mechanic contact open manually per osp cont isp q step mechanic able manually open csp v ft lbs torque appear valve fail operate due trap water likely cause failure csp v write per ar wr water remove valve cycle ft lbs torque mechanic contact valve operation shift manager crs inform escalate issue csp v rx bldg h
392881,NCAQ,4,NCAQ:4,rrc tr asd b pressure high spec pressure indicate rrc tr asd b read psig maximum allowable per operator rounds previous night reading psig none
395265,NCAQ,4,NCAQ:4,rfw te flex detach flex conduit seperate instrument see photo edms generate cr notify ic shop sup rfw tea
392780,NCAQ,4,NCAQ:4,broken cover screw light fixture rhr hxa room type v fixture rhr hxa room break screw suppose four screw hold exist fixture place however three hold time light fixture replace per wo led style heavy exist incandescent type v mount box need replace four mount hole help support new led fixture light fixture feed e pnlda c notified supervision generate cr wr non essential lighting v fixture rx j
398372,NCAQ,3,NCAQ:3,ppm gasket sealant discrepancy ppm step instal new gasket soakback pump discharge tube flange not consistent ec ppms also different gasket use sealant form gasket lubricant ec approve alternate multi swell gasket experience unacceptable leakage identify location recommend revise ppm bring alignment ec
389109,CAQ,D,CAQ:D,cra bb control power terminal block disconnect replacement mcc bucket cra bc cra fna bottom segment control power terminal block terminal point mcc bucket cra bb cra fna find disconnect bucket old ite style aupull apartau type terminal block section terminal point disconnect separately see attach picture edms cra bb cra fna currently service cra bc cra fna currently oos replacement exist power wiring bucket route mcc wire way also replace per drawing ewde ewde wiring affect annununciator h cra fca trip rcc va fan interlock circuitry contacted production sro write cr
389694,CAQ,D,CAQ:D,pp require maintenance pp not function design require maintenance contact detail security supervision notify initiated cr wr compensatory measure initiate pp box locate inside building
390924,NCAQ,4,NCAQ:4,damage light socket tsw cp fb light socket power light appear damage tsw cp fb prevent new light bulb insert correctly iniate cr east wall cwph
391296,NCAQ,3,NCAQ:3,ppm section step counter productive ppm preventive maintenance optimization living program step hurt station preventive maintenance program schedule adherence impact planning impact right information right time impact step dictate ar sms request pm pm change not initiate process asset suite upcome schedule modification implement force engineering create action may may not complete timely manner right information due turnover people change job addition rest plant may not aware pm need certain component ar sms create later date actual due date passess schedule manner require resource allocation order perform commited mod instal vendor recommend preventive maintenance must initiate prior mod implementation order station review approve maintenance schedule plan allocate resource support preventinve maintenance also allow maintenance engineering assess training need step procedure not help station mask need review multiple department indirect impact future pm implementation recommend assess step allow ar sms mod currently lock instal schedule process wo must schedule implementation date discuss supervisor notify pm program coordinator step procedure not help station
